order_id,customer_id,customer_name,sku,qty,promised_delivery_date,shipment_id,sla_tier,penalty_per_day_usd,total_value_usd
ORD-50503,CUST-013,Umbrella Group,P-PW-1850,158,2026-06-07,S-701666,premium,17251,3863.0
ORD-50504,CUST-003,Initech Holdings,P-EL-9001,108,2026-05-30,S-703573,standard,1029,1751.0
ORD-50505,CUST-003,Initech Holdings,P-MC-7100,141,2026-05-25,S-702699,economy,252,38575.0
ORD-50506,CUST-007,Cyberdyne Systems,P-EL-9001,578,2026-05-22,S-702637,standard,1278,3642.0
ORD-50507,CUST-001,Acme Industrial,P-EL-9002,516,2026-05-27,S-702831,standard,2058,601.0
ORD-50508,CUST-009,Pied Piper Logistics,P-EL-9001,259,2026-06-02,S-702056,standard,711,18743.0
ORD-50509,CUST-006,Stark Industries,P-CH-2211,495,2026-05-30,S-700708,standard,2205,79938.0
ORD-50510,CUST-007,Cyberdyne Systems,P-CH-2210,415,2026-06-05,S-700798,standard,2513,2667.0
ORD-50511,CUST-002,Globex Manufacturing,P-CH-2210,32,2026-05-25,S-702627,premium,14399,14002.0
ORD-50512,CUST-001,Acme Industrial,P-CH-2230,113,2026-05-21,S-700813,economy,278,9292.0
ORD-50513,CUST-011,Pearson Specialty Chemicals,P-MC-7100,525,2026-05-20,S-702629,standard,3163,266.0
ORD-50514,CUST-009,Pied Piper Logistics,P-EL-9002,295,2026-05-31,S-702647,premium,13670,25346.0
ORD-50515,CUST-011,Pearson Specialty Chemicals,P-PK-4501,46,2026-06-01,S-700838,economy,86,221.0
ORD-50516,CUST-009,Pied Piper Logistics,P-PW-1802,220,2026-06-07,S-702062,premium,14749,2317.0
ORD-50517,CUST-012,Massive Dynamic,P-PK-4501,477,2026-06-07,S-702728,economy,47,19620.0
ORD-50518,CUST-013,Umbrella Group,P-MC-7102,319,2026-06-18,S-702454,standard,2744,2441.0
ORD-50519,CUST-005,Wayne Enterprises,P-CH-2211,360,2026-05-28,S-703505,premium,15227,103405.0
ORD-50520,CUST-004,Soylent Foods,P-PK-4500,266,2026-06-10,S-701614,premium,4084,22167.0
ORD-50521,CUST-014,Vandelay Industries,P-CH-2211,690,2026-05-31,S-700653,standard,3095,11596.0
ORD-50522,CUST-010,Hooli Hardware,P-EL-9102,781,2026-06-03,S-700747,premium,3607,23785.0
ORD-50523,CUST-015,Sirius Cybernetics,P-PW-1802,400,2026-05-30,S-700740,premium,16608,469.0
ORD-50524,CUST-014,Vandelay Industries,P-EL-9002,759,2026-05-28,S-702518,standard,2511,43050.0
ORD-50525,CUST-007,Cyberdyne Systems,P-PW-1802,738,2026-05-22,S-701849,premium,7376,20316.0
ORD-50526,CUST-015,Sirius Cybernetics,P-CH-2230,262,2026-06-17,S-702449,premium,3601,302.0
ORD-50527,CUST-006,Stark Industries,P-MC-7200,401,2026-05-23,S-703515,standard,1947,54272.0
ORD-50528,CUST-014,Vandelay Industries,P-SN-5001,647,2026-06-01,S-700923,standard,3280,1162.0
ORD-50529,CUST-001,Acme Industrial,P-CH-2230,50,2026-06-06,S-702724,standard,1722,50057.0
ORD-50530,CUST-003,Initech Holdings,P-MC-7200,570,2026-05-22,S-701437,premium,14058,40842.0
ORD-50531,CUST-006,Stark Industries,P-MC-7100,315,2026-05-27,S-703430,economy,190,3984.0
ORD-50532,CUST-013,Umbrella Group,P-MC-7200,132,2026-05-22,S-701955,standard,3256,1928.0
ORD-50533,CUST-002,Globex Manufacturing,P-EL-9002,95,2026-06-01,S-701351,standard,1270,13609.0
ORD-50534,CUST-005,Wayne Enterprises,P-EL-9101,296,2026-05-21,S-703523,standard,3373,9227.0
ORD-50535,CUST-014,Vandelay Industries,P-PK-4500,130,2026-06-13,S-700694,standard,712,1330.0
ORD-50536,CUST-006,Stark Industries,P-MC-7100,690,2026-06-14,S-701470,standard,3304,1012.0
ORD-50537,CUST-003,Initech Holdings,P-PK-4500,593,2026-05-24,S-703262,standard,3292,5087.0
ORD-50538,CUST-001,Acme Industrial,P-MC-7101,350,2026-06-04,S-702200,standard,1192,2839.0
ORD-50539,CUST-004,Soylent Foods,P-PW-1802,752,2026-06-04,S-701334,standard,1246,591.0
ORD-50540,CUST-002,Globex Manufacturing,P-EL-9001,176,2026-05-23,S-703586,premium,16198,208.0
ORD-50541,CUST-005,Wayne Enterprises,P-CH-2230,750,2026-06-21,S-701103,standard,1829,23008.0
ORD-50542,CUST-004,Soylent Foods,P-CH-2210,518,2026-06-04,S-701169,standard,2917,3693.0
ORD-50543,CUST-010,Hooli Hardware,P-SN-5001,239,2026-05-22,S-701054,premium,15816,25979.0
ORD-50544,CUST-014,Vandelay Industries,P-PK-4500,308,2026-06-10,S-702003,standard,1176,6270.0
ORD-50545,CUST-015,Sirius Cybernetics,P-EL-9003,766,2026-05-22,S-701799,premium,9697,1353.0
ORD-50546,CUST-013,Umbrella Group,P-EL-9101,483,2026-06-10,S-701710,economy,31,7819.0
ORD-50547,CUST-014,Vandelay Industries,P-EL-9102,95,2026-06-02,S-702066,standard,1793,6140.0
ORD-50548,CUST-009,Pied Piper Logistics,P-MC-7200,297,2026-06-03,S-702381,premium,9924,26568.0
ORD-50549,CUST-003,Initech Holdings,P-MC-7100,317,2026-05-25,S-703454,standard,2142,858.0
ORD-50550,CUST-007,Cyberdyne Systems,P-SW-3001,81,2026-06-12,S-700624,economy,172,2964.0
ORD-50551,CUST-012,Massive Dynamic,P-EL-9101,761,2026-05-20,S-702107,premium,17149,1065.0
ORD-50552,CUST-011,Pearson Specialty Chemicals,P-PW-1802,672,2026-05-23,S-702452,economy,325,250000.0
ORD-50553,CUST-005,Wayne Enterprises,P-SW-3001,410,2026-06-06,S-702924,standard,2244,24863.0
ORD-50554,CUST-006,Stark Industries,P-EL-9102,697,2026-06-04,S-701853,standard,1111,409.0
ORD-50555,CUST-001,Acme Industrial,P-MC-7100,291,2026-05-22,S-701240,premium,14133,3657.0
ORD-50556,CUST-006,Stark Industries,P-SW-3002,304,2026-05-23,S-702171,standard,3114,2129.0
ORD-50557,CUST-014,Vandelay Industries,P-SW-3001,686,2026-06-05,S-702986,premium,8943,1658.0
ORD-50558,CUST-007,Cyberdyne Systems,P-CH-2211,230,2026-06-07,S-701173,premium,15036,7439.0
ORD-50559,CUST-002,Globex Manufacturing,P-PK-4500,461,2026-05-20,S-700630,premium,16861,87681.0
ORD-50560,CUST-009,Pied Piper Logistics,P-EL-9102,528,2026-05-22,S-702797,standard,3492,88.0
ORD-50561,CUST-011,Pearson Specialty Chemicals,P-EL-9002,561,2026-05-21,S-703302,standard,1636,70533.0
ORD-50562,CUST-005,Wayne Enterprises,P-SW-3002,52,2026-05-27,S-702717,standard,683,15196.0
ORD-50563,CUST-004,Soylent Foods,P-SW-3001,246,2026-05-22,S-703200,premium,10807,12271.0
ORD-50564,CUST-004,Soylent Foods,P-MC-7102,214,2026-06-01,S-702187,premium,15787,3543.0
ORD-50565,CUST-012,Massive Dynamic,P-PK-4501,482,2026-06-09,S-703546,standard,780,9239.0
ORD-50566,CUST-007,Cyberdyne Systems,P-MC-7101,148,2026-06-07,S-700805,premium,15780,72326.0
ORD-50567,CUST-006,Stark Industries,P-EL-9101,588,2026-06-03,S-702185,standard,1801,912.0
ORD-50568,CUST-012,Massive Dynamic,P-CH-2230,389,2026-05-23,S-700720,standard,1133,1592.0
ORD-50569,CUST-005,Wayne Enterprises,P-EL-9002,188,2026-05-31,S-703146,economy,106,603.0
ORD-50570,CUST-006,Stark Industries,P-MC-7101,319,2026-05-20,S-703553,economy,200,241049.0
ORD-50571,CUST-006,Stark Industries,P-SN-5001,128,2026-06-15,S-701606,economy,20,11617.0
ORD-50572,CUST-002,Globex Manufacturing,P-SN-5001,594,2026-05-31,S-702021,standard,2018,44673.0
ORD-50573,CUST-005,Wayne Enterprises,P-CH-2211,25,2026-05-25,S-701179,premium,7263,2923.0
ORD-50574,CUST-008,Tyrell Corporation,P-MC-7102,670,2026-05-23,S-701700,standard,1323,285.0
ORD-50575,CUST-010,Hooli Hardware,P-CH-2230,198,2026-05-24,S-702347,standard,2687,4084.0
ORD-50576,CUST-007,Cyberdyne Systems,P-CH-2230,355,2026-05-25,S-703093,standard,3036,11851.0
ORD-50577,CUST-015,Sirius Cybernetics,P-PK-4501,33,2026-06-24,S-702584,standard,3476,276.0
ORD-50578,CUST-004,Soylent Foods,P-EL-9003,675,2026-05-25,S-702191,premium,8274,7066.0
ORD-50579,CUST-004,Soylent Foods,P-PW-1801,657,2026-05-24,S-703161,premium,12560,43170.0
ORD-50580,CUST-009,Pied Piper Logistics,P-PW-1850,581,2026-06-07,S-701896,standard,1864,83429.0
ORD-50581,CUST-009,Pied Piper Logistics,P-EL-9003,360,2026-05-24,S-702202,economy,160,395.0
ORD-50582,CUST-006,Stark Industries,P-PW-1801,248,2026-06-03,S-701083,standard,1326,435.0
ORD-50583,CUST-006,Stark Industries,P-SN-5001,568,2026-06-01,S-701338,standard,1619,2227.0
ORD-50584,CUST-002,Globex Manufacturing,P-EL-9102,737,2026-05-31,S-700881,standard,3320,5959.0
ORD-50585,CUST-005,Wayne Enterprises,P-MC-7102,236,2026-05-30,S-701553,standard,668,1042.0
ORD-50586,CUST-015,Sirius Cybernetics,P-PW-1801,223,2026-05-20,S-703176,standard,1357,6785.0
ORD-50587,CUST-010,Hooli Hardware,P-EL-9002,689,2026-05-26,S-703081,standard,1216,1790.0
ORD-50588,CUST-009,Pied Piper Logistics,P-SN-5001,617,2026-05-22,S-701572,standard,1755,24774.0
ORD-50589,CUST-010,Hooli Hardware,P-PW-1850,395,2026-06-05,S-703193,standard,1482,306.0
ORD-50590,CUST-001,Acme Industrial,P-PW-1850,467,2026-06-20,S-703424,standard,2359,1921.0
ORD-50591,CUST-013,Umbrella Group,P-SW-3001,795,2026-05-30,S-701460,premium,16637,344.0
ORD-50592,CUST-011,Pearson Specialty Chemicals,P-PW-1802,664,2026-06-21,S-702650,standard,725,326.0
ORD-50593,CUST-004,Soylent Foods,P-MC-7101,497,2026-05-22,S-700735,premium,8594,266.0
ORD-50594,CUST-014,Vandelay Industries,P-MC-7100,305,2026-06-05,S-702869,economy,321,32069.0
ORD-50595,CUST-008,Tyrell Corporation,P-CH-2210,541,2026-05-23,S-703555,standard,560,12396.0
ORD-50596,CUST-015,Sirius Cybernetics,P-EL-9101,696,2026-05-22,S-702738,standard,2613,3099.0
ORD-50597,CUST-003,Initech Holdings,P-SW-3001,25,2026-05-22,S-702467,standard,3463,103715.0
ORD-50598,CUST-012,Massive Dynamic,P-EL-9101,374,2026-06-11,S-701414,standard,2221,24120.0
ORD-50599,CUST-014,Vandelay Industries,P-MC-7100,142,2026-06-08,S-703273,standard,2713,1848.0
ORD-50600,CUST-011,Pearson Specialty Chemicals,P-EL-9002,579,2026-06-02,S-702574,standard,1824,4772.0
ORD-50601,CUST-001,Acme Industrial,P-PW-1801,345,2026-05-28,S-702119,standard,1627,1768.0
ORD-50602,CUST-015,Sirius Cybernetics,P-EL-9002,451,2026-05-27,S-701141,standard,1221,307.0
ORD-50603,CUST-008,Tyrell Corporation,P-EL-9101,141,2026-05-24,S-702075,standard,2885,250000.0
ORD-50604,CUST-003,Initech Holdings,P-EL-9102,332,2026-06-06,S-701794,premium,4467,1079.0
ORD-50605,CUST-012,Massive Dynamic,P-PK-4501,453,2026-05-22,S-701960,standard,1527,261.0
ORD-50606,CUST-011,Pearson Specialty Chemicals,P-CH-2211,257,2026-05-21,S-702951,standard,2111,28431.0
ORD-50607,CUST-009,Pied Piper Logistics,P-CH-2210,569,2026-06-08,S-701429,standard,2542,6849.0
ORD-50608,CUST-009,Pied Piper Logistics,P-EL-9101,656,2026-05-22,S-703255,premium,9836,13.0
ORD-50609,CUST-002,Globex Manufacturing,P-MC-7200,63,2026-05-20,S-702819,economy,340,957.0
ORD-50610,CUST-007,Cyberdyne Systems,P-EL-9002,587,2026-05-20,S-701055,standard,3085,1072.0
ORD-50611,CUST-013,Umbrella Group,P-EL-9002,380,2026-06-05,S-702018,premium,10022,504.0
ORD-50612,CUST-001,Acme Industrial,P-CH-2210,456,2026-06-01,S-701982,premium,17286,110.0
ORD-50613,CUST-004,Soylent Foods,P-SN-5001,459,2026-05-21,S-701914,standard,2959,1489.0
ORD-50614,CUST-013,Umbrella Group,P-MC-7100,331,2026-06-24,S-702035,premium,9710,32310.0
ORD-50615,CUST-008,Tyrell Corporation,P-PW-1850,731,2026-06-03,S-700997,standard,545,43537.0
ORD-50616,CUST-005,Wayne Enterprises,P-CH-2230,208,2026-05-23,S-701736,premium,15674,3015.0
ORD-50617,CUST-010,Hooli Hardware,P-PW-1802,507,2026-06-09,S-702058,standard,1829,1460.0
ORD-50618,CUST-013,Umbrella Group,P-MC-7102,27,2026-05-20,S-700920,premium,17436,13003.0
ORD-50619,CUST-010,Hooli Hardware,P-SW-3001,452,2026-06-12,S-701311,standard,2714,14171.0
ORD-50620,CUST-015,Sirius Cybernetics,P-EL-9102,560,2026-05-20,S-702039,standard,3334,448.0
ORD-50621,CUST-002,Globex Manufacturing,P-SN-5001,275,2026-06-02,S-701089,economy,91,118.0
ORD-50622,CUST-005,Wayne Enterprises,P-PK-4500,737,2026-05-27,S-701743,economy,370,14587.0
ORD-50623,CUST-011,Pearson Specialty Chemicals,P-SW-3001,289,2026-06-06,S-702654,economy,156,1012.0
ORD-50624,CUST-013,Umbrella Group,P-CH-2230,659,2026-05-22,S-702929,premium,16093,23128.0
ORD-50625,CUST-011,Pearson Specialty Chemicals,P-EL-9101,592,2026-06-01,S-701926,standard,2668,5365.0
ORD-50626,CUST-015,Sirius Cybernetics,P-SW-3001,338,2026-06-01,S-703059,premium,14889,3328.0
ORD-50627,CUST-006,Stark Industries,P-SN-5001,795,2026-05-20,S-701099,premium,17316,18539.0
ORD-50628,CUST-002,Globex Manufacturing,P-MC-7101,351,2026-06-01,S-700691,standard,1947,2161.0
ORD-50629,CUST-012,Massive Dynamic,P-SN-5001,596,2026-06-03,S-701829,standard,2276,505.0
ORD-50630,CUST-006,Stark Industries,P-PK-4501,319,2026-05-31,S-703266,premium,9946,4295.0
ORD-50631,CUST-004,Soylent Foods,P-PW-1802,721,2026-05-24,S-701800,standard,2287,78897.0
ORD-50632,CUST-005,Wayne Enterprises,P-EL-9003,395,2026-05-23,S-702316,standard,2476,3452.0
ORD-50633,CUST-007,Cyberdyne Systems,P-CH-2211,116,2026-06-02,S-703442,standard,2587,11775.0
ORD-50634,CUST-006,Stark Industries,P-CH-2211,209,2026-06-05,S-701397,standard,1636,321.0
ORD-50635,CUST-013,Umbrella Group,P-PW-1850,689,2026-05-29,S-700623,standard,3337,250000.0
ORD-50636,CUST-015,Sirius Cybernetics,P-MC-7101,684,2026-05-23,S-701081,premium,11687,15873.0
ORD-50637,CUST-004,Soylent Foods,P-SW-3001,590,2026-06-13,S-700800,standard,1355,1843.0
ORD-50638,CUST-013,Umbrella Group,P-MC-7100,645,2026-06-04,S-703104,standard,1951,162.0
ORD-50639,CUST-003,Initech Holdings,P-SN-5001,497,2026-05-23,S-701424,economy,211,503.0
ORD-50640,CUST-007,Cyberdyne Systems,P-MC-7102,725,2026-06-04,S-703486,economy,73,32540.0
ORD-50641,CUST-014,Vandelay Industries,P-EL-9001,701,2026-06-04,S-701014,economy,240,1234.0
ORD-50642,CUST-011,Pearson Specialty Chemicals,P-SN-5001,476,2026-05-22,S-700873,standard,539,4776.0
ORD-50643,CUST-015,Sirius Cybernetics,P-PW-1850,65,2026-05-20,S-701036,standard,1106,23641.0
ORD-50644,CUST-004,Soylent Foods,P-MC-7200,534,2026-05-24,S-701048,standard,2635,14220.0
ORD-50645,CUST-015,Sirius Cybernetics,P-MC-7102,452,2026-06-09,S-702366,standard,2607,5883.0
ORD-50646,CUST-006,Stark Industries,P-PK-4500,102,2026-06-03,S-702379,premium,17527,9057.0
ORD-50647,CUST-005,Wayne Enterprises,P-MC-7102,532,2026-05-30,S-703347,standard,946,250000.0
ORD-50648,CUST-003,Initech Holdings,P-PW-1850,157,2026-05-26,S-701616,premium,8035,249.0
ORD-50649,CUST-012,Massive Dynamic,P-MC-7101,347,2026-06-01,S-701525,standard,2059,13080.0
ORD-50650,CUST-001,Acme Industrial,P-EL-9003,721,2026-06-03,S-702363,standard,2289,937.0
ORD-50651,CUST-001,Acme Industrial,P-PK-4501,376,2026-05-20,S-700669,standard,1299,2544.0
ORD-50652,CUST-015,Sirius Cybernetics,P-SW-3002,25,2026-06-10,S-702353,economy,54,89054.0
ORD-50653,CUST-002,Globex Manufacturing,P-EL-9102,128,2026-06-02,S-701868,standard,3164,156.0
ORD-50654,CUST-013,Umbrella Group,P-PK-4501,789,2026-05-30,S-701932,premium,3973,95.0
ORD-50655,CUST-002,Globex Manufacturing,P-SN-5001,680,2026-05-30,S-702729,economy,375,2221.0
ORD-50656,CUST-002,Globex Manufacturing,P-PW-1802,204,2026-06-07,S-701964,premium,8006,436.0
ORD-50657,CUST-012,Massive Dynamic,P-PW-1850,426,2026-06-05,S-700730,premium,14573,2495.0
ORD-50658,CUST-001,Acme Industrial,P-SW-3001,724,2026-06-09,S-702360,standard,1581,1905.0
ORD-50659,CUST-001,Acme Industrial,P-MC-7101,683,2026-06-02,S-701593,economy,326,2147.0
ORD-50660,CUST-007,Cyberdyne Systems,P-MC-7101,628,2026-05-27,S-702538,standard,2650,332.0
ORD-50661,CUST-011,Pearson Specialty Chemicals,P-EL-9001,597,2026-05-21,S-702236,premium,14207,4744.0
ORD-50662,CUST-004,Soylent Foods,P-EL-9002,146,2026-05-21,S-700642,premium,9513,1774.0
ORD-50663,CUST-010,Hooli Hardware,P-MC-7200,714,2026-06-11,S-701642,standard,3382,1532.0
ORD-50664,CUST-009,Pied Piper Logistics,P-EL-9102,495,2026-05-25,S-702383,economy,326,3152.0
ORD-50665,CUST-003,Initech Holdings,P-SN-5001,270,2026-05-31,S-700799,standard,1344,169306.0
ORD-50666,CUST-011,Pearson Specialty Chemicals,P-EL-9002,477,2026-06-03,S-701163,standard,3369,11261.0
ORD-50667,CUST-010,Hooli Hardware,P-CH-2211,350,2026-06-19,S-702067,standard,754,10218.0
ORD-50668,CUST-001,Acme Industrial,P-PK-4501,48,2026-05-31,S-702726,standard,1475,8523.0
ORD-50669,CUST-014,Vandelay Industries,P-SW-3001,715,2026-05-23,S-701159,standard,1697,2921.0
ORD-50670,CUST-014,Vandelay Industries,P-PW-1801,694,2026-05-20,S-701812,standard,1556,1916.0
ORD-50671,CUST-004,Soylent Foods,P-MC-7200,710,2026-06-08,S-703219,standard,2020,29002.0
ORD-50672,CUST-007,Cyberdyne Systems,P-SN-5001,794,2026-05-23,S-701185,standard,2212,25335.0
ORD-50673,CUST-010,Hooli Hardware,P-SN-5001,500,2026-06-23,S-701788,standard,2256,4390.0
ORD-50674,CUST-009,Pied Piper Logistics,P-PK-4501,614,2026-05-22,S-702299,premium,15885,838.0
ORD-50675,CUST-011,Pearson Specialty Chemicals,P-EL-9002,508,2026-06-13,S-701771,economy,177,7400.0
ORD-50676,CUST-008,Tyrell Corporation,P-PW-1802,418,2026-05-20,S-702484,standard,863,6803.0
ORD-50677,CUST-008,Tyrell Corporation,P-PW-1850,763,2026-05-22,S-702794,standard,1593,1339.0
ORD-50678,CUST-002,Globex Manufacturing,P-SW-3002,519,2026-05-26,S-702581,standard,572,18551.0
ORD-50679,CUST-005,Wayne Enterprises,P-PK-4501,83,2026-06-01,S-701521,standard,3269,41911.0
ORD-50680,CUST-010,Hooli Hardware,P-PW-1850,254,2026-06-04,S-702072,premium,7015,1790.0
ORD-50681,CUST-013,Umbrella Group,P-MC-7102,192,2026-05-28,S-702774,economy,171,327.0
ORD-50682,CUST-012,Massive Dynamic,P-SN-5001,236,2026-05-24,S-702034,standard,2944,299.0
ORD-50683,CUST-001,Acme Industrial,P-EL-9101,23,2026-05-29,S-702507,standard,1816,10166.0
ORD-50684,CUST-011,Pearson Specialty Chemicals,P-SN-5001,514,2026-05-20,S-701012,premium,8159,1522.0
ORD-50685,CUST-005,Wayne Enterprises,P-CH-2211,549,2026-05-20,S-700728,standard,2151,23068.0
ORD-50686,CUST-005,Wayne Enterprises,P-SW-3001,407,2026-05-20,S-701346,premium,15463,26227.0
ORD-50687,CUST-011,Pearson Specialty Chemicals,P-MC-7200,97,2026-06-01,S-703522,premium,15165,95.0
ORD-50688,CUST-002,Globex Manufacturing,P-CH-2230,530,2026-06-01,S-702888,standard,2461,200.0
ORD-50689,CUST-007,Cyberdyne Systems,P-PW-1802,719,2026-05-23,S-701053,premium,3112,871.0
ORD-50690,CUST-004,Soylent Foods,P-PW-1850,686,2026-06-01,S-703479,standard,1507,2718.0
ORD-50691,CUST-010,Hooli Hardware,P-MC-7101,567,2026-05-30,S-701140,standard,3025,1895.0
ORD-50692,CUST-014,Vandelay Industries,P-PK-4501,238,2026-05-22,S-702709,standard,988,2702.0
ORD-50693,CUST-013,Umbrella Group,P-MC-7101,709,2026-06-10,S-703237,standard,3178,5146.0
ORD-50694,CUST-006,Stark Industries,P-EL-9101,319,2026-05-22,S-701306,standard,560,1714.0
ORD-50695,CUST-010,Hooli Hardware,P-EL-9003,54,2026-06-07,S-700765,premium,10371,1788.0
ORD-50696,CUST-007,Cyberdyne Systems,P-SW-3002,284,2026-06-09,S-701983,premium,13916,2315.0
ORD-50697,CUST-014,Vandelay Industries,P-EL-9002,659,2026-05-23,S-702343,premium,15103,1214.0
ORD-50698,CUST-015,Sirius Cybernetics,P-EL-9003,250,2026-06-08,S-703167,standard,3170,649.0
ORD-50699,CUST-009,Pied Piper Logistics,P-PW-1801,298,2026-05-23,S-701777,standard,1988,4402.0
ORD-50700,CUST-006,Stark Industries,P-EL-9002,437,2026-05-24,S-702136,premium,3140,586.0
ORD-50701,CUST-008,Tyrell Corporation,P-MC-7101,692,2026-06-07,S-701002,standard,2773,250000.0
ORD-50702,CUST-009,Pied Piper Logistics,P-SW-3001,672,2026-06-03,S-703163,premium,11657,2141.0
ORD-50703,CUST-001,Acme Industrial,P-EL-9001,469,2026-06-07,S-701708,economy,381,12217.0
ORD-50704,CUST-009,Pied Piper Logistics,P-EL-9002,650,2026-05-24,S-703016,standard,799,1793.0
ORD-50705,CUST-005,Wayne Enterprises,P-MC-7102,470,2026-06-06,S-702318,standard,2750,11820.0
ORD-50706,CUST-001,Acme Industrial,P-EL-9102,526,2026-05-20,S-702469,standard,3146,4587.0
ORD-50707,CUST-011,Pearson Specialty Chemicals,P-MC-7102,600,2026-05-21,S-702844,standard,3001,8322.0
ORD-50708,CUST-002,Globex Manufacturing,P-CH-2230,629,2026-05-21,S-702701,standard,2093,5583.0
ORD-50709,CUST-012,Massive Dynamic,P-MC-7102,465,2026-05-23,S-701761,standard,1851,845.0
ORD-50710,CUST-002,Globex Manufacturing,P-CH-2230,631,2026-06-11,S-700874,standard,749,2582.0
ORD-50711,CUST-011,Pearson Specialty Chemicals,P-SW-3002,667,2026-05-22,S-701991,standard,2992,289.0
ORD-50712,CUST-001,Acme Industrial,P-MC-7100,560,2026-06-16,S-700943,standard,2635,402.0
ORD-50713,CUST-011,Pearson Specialty Chemicals,P-EL-9002,83,2026-05-23,S-702351,premium,8196,21801.0
ORD-50714,CUST-004,Soylent Foods,P-PK-4501,724,2026-05-20,S-701366,premium,17159,7428.0
ORD-50715,CUST-003,Initech Holdings,P-PW-1850,624,2026-05-23,S-702221,standard,1603,502.0
ORD-50716,CUST-002,Globex Manufacturing,P-EL-9102,107,2026-05-23,S-700891,premium,7575,5347.0
ORD-50717,CUST-006,Stark Industries,P-MC-7101,599,2026-05-24,S-702012,standard,1000,44150.0
ORD-50718,CUST-009,Pied Piper Logistics,P-MC-7200,358,2026-05-30,S-702487,premium,7720,8696.0
ORD-50719,CUST-004,Soylent Foods,P-MC-7100,300,2026-05-22,S-701599,standard,1785,9257.0
ORD-50720,CUST-007,Cyberdyne Systems,P-PW-1850,635,2026-05-23,S-702589,standard,3332,4993.0
ORD-50721,CUST-015,Sirius Cybernetics,P-MC-7200,192,2026-06-06,S-700871,standard,2504,2834.0
ORD-50722,CUST-013,Umbrella Group,P-MC-7200,374,2026-06-14,S-701077,standard,1008,3209.0
ORD-50723,CUST-002,Globex Manufacturing,P-MC-7102,323,2026-05-31,S-703025,standard,1895,5137.0
ORD-50724,CUST-014,Vandelay Industries,P-MC-7101,498,2026-06-19,S-701104,premium,4142,422.0
ORD-50725,CUST-014,Vandelay Industries,P-SW-3002,507,2026-05-21,S-701076,standard,2938,230.0
ORD-50726,CUST-001,Acme Industrial,P-EL-9101,368,2026-05-22,S-702124,standard,3335,52406.0
ORD-50727,CUST-009,Pied Piper Logistics,P-PW-1801,211,2026-06-04,S-702949,economy,86,15852.0
ORD-50728,CUST-003,Initech Holdings,P-MC-7102,92,2026-05-30,S-702870,standard,2038,307.0
ORD-50729,CUST-011,Pearson Specialty Chemicals,P-CH-2230,37,2026-06-03,S-702579,economy,289,1218.0
ORD-50730,CUST-005,Wayne Enterprises,P-EL-9003,470,2026-06-09,S-701488,premium,16638,7677.0
ORD-50731,CUST-015,Sirius Cybernetics,P-PW-1801,572,2026-05-29,S-701129,standard,1862,841.0
ORD-50732,CUST-010,Hooli Hardware,P-EL-9002,25,2026-06-09,S-702995,economy,285,1938.0
ORD-50733,CUST-008,Tyrell Corporation,P-MC-7101,684,2026-06-05,S-701095,standard,2347,5384.0
ORD-50734,CUST-008,Tyrell Corporation,P-EL-9102,680,2026-05-30,S-702712,premium,17959,32055.0
ORD-50735,CUST-010,Hooli Hardware,P-MC-7102,668,2026-06-01,S-701836,standard,501,1021.0
ORD-50736,CUST-008,Tyrell Corporation,P-SW-3001,571,2026-05-22,S-700677,standard,2671,40725.0
ORD-50737,CUST-003,Initech Holdings,P-CH-2210,594,2026-05-24,S-701061,standard,2470,46413.0
ORD-50738,CUST-011,Pearson Specialty Chemicals,P-EL-9002,635,2026-05-22,S-703510,standard,1368,39393.0
ORD-50739,CUST-004,Soylent Foods,P-EL-9001,208,2026-06-10,S-703583,standard,1537,68365.0
ORD-50740,CUST-010,Hooli Hardware,P-MC-7100,528,2026-06-05,S-701347,standard,2365,259.0
ORD-50741,CUST-003,Initech Holdings,P-CH-2230,507,2026-05-20,S-700620,standard,2036,16706.0
ORD-50742,CUST-013,Umbrella Group,P-PK-4501,666,2026-06-05,S-701703,standard,3463,361.0
ORD-50743,CUST-001,Acme Industrial,P-CH-2230,499,2026-05-25,S-702049,premium,4645,293.0
ORD-50744,CUST-007,Cyberdyne Systems,P-SW-3001,627,2026-05-22,S-701661,standard,2502,9043.0
ORD-50745,CUST-009,Pied Piper Logistics,P-MC-7100,307,2026-06-01,S-701906,economy,347,645.0
ORD-50746,CUST-001,Acme Industrial,P-MC-7102,396,2026-05-23,S-703015,standard,1656,25860.0
ORD-50747,CUST-008,Tyrell Corporation,P-MC-7100,527,2026-05-24,S-703125,economy,334,148.0
ORD-50748,CUST-013,Umbrella Group,P-SW-3001,661,2026-05-28,S-702958,standard,1774,54131.0
ORD-50749,CUST-013,Umbrella Group,P-EL-9102,704,2026-05-22,S-703282,standard,2995,739.0
