event_id,shipment_id,event_at,event_type,location,lat,lon,milestone_planned_at,milestone_actual_at,variance_hours,note
E-S-701908-03,S-701908,2026-05-27T12:00Z,port_departure,Yantian,,,2026-05-27T12:00Z,2026-05-27T12:00Z,0.0,
E-S-701908-04,S-701908,2026-05-28T12:00Z,in_transit,mid-route,,,2026-05-28T12:00Z,2026-05-28T12:00Z,0.0,
E-S-701908-05,S-701908,2026-05-31T19:12Z,port_arrival,Los Angeles,,,2026-05-31T12:00Z,2026-05-31T19:12Z,7.2,
E-S-701908-06,S-701908,2026-06-01T19:12Z,customs_cleared,Los Angeles,,,2026-06-01T12:00Z,2026-06-01T19:12Z,7.2,
E-S-701909-01,S-701909,2026-05-17T12:00Z,booked,Shanghai,,,2026-05-17T12:00Z,2026-05-17T12:00Z,0.0,
E-S-701909-02,S-701909,2026-05-18T12:00Z,picked_up,Shanghai,,,2026-05-18T12:00Z,2026-05-18T12:00Z,0.0,
E-S-701909-03,S-701909,2026-05-19T12:00Z,port_departure,Shanghai,,,2026-05-19T12:00Z,2026-05-19T12:00Z,0.0,
E-S-701909-04,S-701909,2026-05-21T12:00Z,in_transit,mid-route,,,2026-05-21T12:00Z,2026-05-21T12:00Z,0.0,
E-S-701909-05,S-701909,2026-05-26T02:24Z,port_arrival,Rotterdam,,,2026-05-25T12:00Z,2026-05-26T02:24Z,14.4,
E-S-701909-06,S-701909,2026-05-27T02:24Z,customs_cleared,Rotterdam,,,2026-05-26T12:00Z,2026-05-27T02:24Z,14.4,
E-S-701910-01,S-701910,2026-05-21T12:00Z,booked,Yantian,,,2026-05-21T12:00Z,2026-05-21T12:00Z,0.0,
E-S-701910-02,S-701910,2026-05-22T12:00Z,picked_up,Yantian,,,2026-05-22T12:00Z,2026-05-22T12:00Z,0.0,
E-S-701910-03,S-701910,2026-05-23T12:00Z,port_departure,Yantian,,,2026-05-23T12:00Z,2026-05-23T12:00Z,0.0,
E-S-701910-04,S-701910,2026-05-24T12:00Z,in_transit,mid-route,,,2026-05-24T12:00Z,2026-05-24T12:00Z,0.0,
E-S-701910-05,S-701910,2026-05-27T21:36Z,port_arrival,Callao (Lima),,,2026-05-27T12:00Z,2026-05-27T21:36Z,9.6,
E-S-701910-06,S-701910,2026-05-28T21:36Z,customs_cleared,Callao (Lima),,,2026-05-28T12:00Z,2026-05-28T21:36Z,9.6,
E-S-701911-01,S-701911,2026-05-20T12:00Z,booked,Genoa,,,2026-05-20T12:00Z,2026-05-20T12:00Z,0.0,
E-S-701911-02,S-701911,2026-05-21T12:00Z,picked_up,Genoa,,,2026-05-21T12:00Z,2026-05-21T12:00Z,0.0,
E-S-701911-03,S-701911,2026-05-22T12:00Z,port_departure,Genoa,,,2026-05-22T12:00Z,2026-05-22T12:00Z,0.0,
E-S-701911-04,S-701911,2026-05-24T12:00Z,in_transit,mid-route,,,2026-05-24T12:00Z,2026-05-24T12:00Z,0.0,
E-S-701911-05,S-701911,2026-05-28T14:24Z,port_arrival,Charleston,,,2026-05-28T12:00Z,2026-05-28T14:24Z,2.4,
E-S-701911-06,S-701911,2026-05-29T14:24Z,customs_cleared,Charleston,,,2026-05-29T12:00Z,2026-05-29T14:24Z,2.4,
E-S-701912-01,S-701912,2026-05-13T12:00Z,booked,Los Angeles,,,2026-05-13T12:00Z,2026-05-13T12:00Z,0.0,
E-S-701912-02,S-701912,2026-05-14T12:00Z,picked_up,Los Angeles,,,2026-05-14T12:00Z,2026-05-14T12:00Z,0.0,
E-S-701912-03,S-701912,2026-05-15T12:00Z,port_departure,Los Angeles,,,2026-05-15T12:00Z,2026-05-15T12:00Z,0.0,
E-S-701912-04,S-701912,2026-05-17T12:00Z,in_transit,mid-route,,,2026-05-17T12:00Z,2026-05-17T12:00Z,0.0,
E-S-701912-05,S-701912,2026-05-23T14:24Z,port_arrival,Sydney Kingsford Smith Airport,,,2026-05-23T12:00Z,2026-05-23T14:24Z,2.4,
E-S-701912-06,S-701912,2026-05-24T14:24Z,customs_cleared,Sydney Kingsford Smith Airport,,,2026-05-24T12:00Z,2026-05-24T14:24Z,2.4,
E-S-701913-01,S-701913,2026-05-26T12:00Z,booked,Shanghai,,,2026-05-26T12:00Z,2026-05-26T12:00Z,0.0,
E-S-701913-02,S-701913,2026-05-27T12:00Z,picked_up,Shanghai,,,2026-05-27T12:00Z,2026-05-27T12:00Z,0.0,
E-S-701913-03,S-701913,2026-05-28T12:00Z,port_departure,Shanghai,,,2026-05-28T12:00Z,2026-05-28T12:00Z,0.0,
E-S-701913-04,S-701913,2026-05-29T12:00Z,in_transit,mid-route,,,2026-05-29T12:00Z,2026-05-29T12:00Z,0.0,
E-S-701913-05,S-701913,2026-06-01T14:24Z,port_arrival,Düsseldorf Rail Terminal,,,2026-06-01T12:00Z,2026-06-01T14:24Z,2.4,
E-S-701913-06,S-701913,2026-06-02T14:24Z,customs_cleared,Düsseldorf Rail Terminal,,,2026-06-02T12:00Z,2026-06-02T14:24Z,2.4,
E-S-701914-01,S-701914,2026-05-15T12:00Z,booked,New York/New Jersey,,,2026-05-15T12:00Z,2026-05-15T12:00Z,0.0,
E-S-701914-02,S-701914,2026-05-16T12:00Z,picked_up,New York/New Jersey,,,2026-05-16T12:00Z,2026-05-16T12:00Z,0.0,
E-S-701914-03,S-701914,2026-05-17T12:00Z,port_departure,New York/New Jersey,,,2026-05-17T12:00Z,2026-05-17T12:00Z,0.0,
E-S-701914-04,S-701914,2026-05-18T12:00Z,in_transit,mid-route,,,2026-05-18T12:00Z,2026-05-18T12:00Z,0.0,
E-S-701914-05,S-701914,2026-05-17T12:00Z,damage,mid-route,,,2026-05-17T12:00Z,2026-05-17T12:00Z,0.0,Exception: damage flagged (-1.0d variance)
E-S-701914-06,S-701914,2026-05-19T12:00Z,port_arrival,London Heathrow Airport,,,2026-05-19T12:00Z,2026-05-19T12:00Z,0.0,
E-S-701914-07,S-701914,2026-05-20T12:00Z,customs_cleared,London Heathrow Airport,,,2026-05-20T12:00Z,2026-05-20T12:00Z,0.0,
E-S-701914-08,S-701914,2026-05-21T18:00Z,delivered,London Heathrow Airport,,,2026-05-21T12:00Z,2026-05-21T18:00Z,6.0,
E-S-701915-01,S-701915,2026-05-26T12:00Z,booked,Tianjin,,,2026-05-26T12:00Z,2026-05-26T12:00Z,0.0,
E-S-701915-02,S-701915,2026-05-27T12:00Z,picked_up,Tianjin,,,2026-05-27T12:00Z,2026-05-27T12:00Z,0.0,
E-S-701915-03,S-701915,2026-05-28T12:00Z,port_departure,Tianjin,,,2026-05-28T12:00Z,2026-05-28T12:00Z,0.0,
E-S-701915-04,S-701915,2026-05-30T12:00Z,in_transit,mid-route,,,2026-05-30T12:00Z,2026-05-30T12:00Z,0.0,
E-S-701915-05,S-701915,2026-06-05T16:48Z,port_arrival,Łódź Rail Terminal,,,2026-06-05T12:00Z,2026-06-05T16:48Z,4.8,
E-S-701915-06,S-701915,2026-06-06T16:48Z,customs_cleared,Łódź Rail Terminal,,,2026-06-06T12:00Z,2026-06-06T16:48Z,4.8,
E-S-701916-01,S-701916,2026-05-13T12:00Z,booked,Hamburg,,,2026-05-13T12:00Z,2026-05-13T12:00Z,0.0,
E-S-701916-02,S-701916,2026-05-14T12:00Z,picked_up,Hamburg,,,2026-05-14T12:00Z,2026-05-14T12:00Z,0.0,
E-S-701916-03,S-701916,2026-05-15T12:00Z,port_departure,Hamburg,,,2026-05-15T12:00Z,2026-05-15T12:00Z,0.0,
E-S-701916-04,S-701916,2026-05-17T12:00Z,in_transit,mid-route,,,2026-05-17T12:00Z,2026-05-17T12:00Z,0.0,
E-S-701916-05,S-701916,2026-05-23T19:12Z,port_arrival,Genoa,,,2026-05-23T12:00Z,2026-05-23T19:12Z,7.2,
E-S-701916-06,S-701916,2026-05-24T19:12Z,customs_cleared,Genoa,,,2026-05-24T12:00Z,2026-05-24T19:12Z,7.2,
E-S-701917-01,S-701917,2026-05-17T12:00Z,booked,Hong Kong,,,2026-05-17T12:00Z,2026-05-17T12:00Z,0.0,
E-S-701917-02,S-701917,2026-05-18T12:00Z,picked_up,Hong Kong,,,2026-05-18T12:00Z,2026-05-18T12:00Z,0.0,
E-S-701917-03,S-701917,2026-05-19T12:00Z,port_departure,Hong Kong,,,2026-05-19T12:00Z,2026-05-19T12:00Z,0.0,
E-S-701917-04,S-701917,2026-05-20T12:00Z,in_transit,mid-route,,,2026-05-20T12:00Z,2026-05-20T12:00Z,0.0,
E-S-701917-05,S-701917,2026-05-22T12:00Z,port_congestion,mid-route,,,2026-05-22T12:00Z,2026-05-22T12:00Z,0.0,Exception: port congestion flagged (0.4d variance)
E-S-701917-06,S-701917,2026-05-23T21:36Z,port_arrival,Frankfurt am Main Airport,,,2026-05-23T12:00Z,2026-05-23T21:36Z,9.6,
E-S-701917-07,S-701917,2026-05-24T21:36Z,customs_cleared,Frankfurt am Main Airport,,,2026-05-24T12:00Z,2026-05-24T21:36Z,9.6,
E-S-701918-01,S-701918,2026-05-26T12:00Z,booked,Hamburg,,,2026-05-26T12:00Z,2026-05-26T12:00Z,0.0,
E-S-701918-02,S-701918,2026-05-27T12:00Z,picked_up,Hamburg,,,2026-05-27T12:00Z,2026-05-27T12:00Z,0.0,
E-S-701918-03,S-701918,2026-05-28T12:00Z,port_departure,Hamburg,,,2026-05-28T12:00Z,2026-05-28T12:00Z,0.0,
E-S-701918-04,S-701918,2026-05-31T12:00Z,in_transit,mid-route,,,2026-05-31T12:00Z,2026-05-31T12:00Z,0.0,
E-S-701918-05,S-701918,2026-06-02T12:00Z,damage,mid-route,,,2026-06-02T12:00Z,2026-06-02T12:00Z,0.0,Exception: damage flagged (4.4d variance)
E-S-701918-06,S-701918,2026-06-09T21:36Z,port_arrival,Durban,,,2026-06-09T12:00Z,2026-06-09T21:36Z,9.6,
E-S-701918-07,S-701918,2026-06-10T21:36Z,customs_cleared,Durban,,,2026-06-10T12:00Z,2026-06-10T21:36Z,9.6,
E-S-701919-01,S-701919,2026-05-15T12:00Z,booked,Hamburg,,,2026-05-15T12:00Z,2026-05-15T12:00Z,0.0,
E-S-701919-02,S-701919,2026-05-16T12:00Z,picked_up,Hamburg,,,2026-05-16T12:00Z,2026-05-16T12:00Z,0.0,
E-S-701919-03,S-701919,2026-05-17T12:00Z,port_departure,Hamburg,,,2026-05-17T12:00Z,2026-05-17T12:00Z,0.0,
E-S-701919-04,S-701919,2026-05-17T12:00Z,in_transit,mid-route,,,2026-05-17T12:00Z,2026-05-17T12:00Z,0.0,
E-S-701919-05,S-701919,2026-05-16T12:00Z,damage,mid-route,,,2026-05-16T12:00Z,2026-05-16T12:00Z,0.0,Exception: damage flagged (-2.0d variance)
E-S-701919-06,S-701919,2026-05-17T12:00Z,port_arrival,Genoa,,,2026-05-17T12:00Z,2026-05-17T12:00Z,0.0,
E-S-701919-07,S-701919,2026-05-18T12:00Z,customs_cleared,Genoa,,,2026-05-18T12:00Z,2026-05-18T12:00Z,0.0,
E-S-701919-08,S-701919,2026-05-19T22:00Z,delivered,Genoa,,,2026-05-19T12:00Z,2026-05-19T22:00Z,10.0,
E-S-701920-01,S-701920,2026-06-01T12:00Z,booked,Tianjin,,,2026-06-01T12:00Z,2026-06-01T12:00Z,0.0,
E-S-701920-02,S-701920,2026-06-02T12:00Z,picked_up,Tianjin,,,2026-06-02T12:00Z,2026-06-02T12:00Z,0.0,
E-S-701920-03,S-701920,2026-06-03T12:00Z,port_departure,Tianjin,,,2026-06-03T12:00Z,2026-06-03T12:00Z,0.0,
E-S-701920-04,S-701920,2026-06-05T12:00Z,in_transit,mid-route,,,2026-06-05T12:00Z,2026-06-05T12:00Z,0.0,
E-S-701920-05,S-701920,2026-06-10T07:12Z,port_arrival,Hamburg,,,2026-06-09T12:00Z,2026-06-10T07:12Z,19.2,
E-S-701920-06,S-701920,2026-06-11T07:12Z,customs_cleared,Hamburg,,,2026-06-10T12:00Z,2026-06-11T07:12Z,19.2,
E-S-701921-01,S-701921,2026-05-28T12:00Z,booked,Busan,,,2026-05-28T12:00Z,2026-05-28T12:00Z,0.0,
E-S-701921-02,S-701921,2026-05-29T12:00Z,picked_up,Busan,,,2026-05-29T12:00Z,2026-05-29T12:00Z,0.0,
E-S-701921-03,S-701921,2026-05-30T12:00Z,port_departure,Busan,,,2026-05-30T12:00Z,2026-05-30T12:00Z,0.0,
E-S-701921-04,S-701921,2026-06-01T12:00Z,in_transit,mid-route,,,2026-06-01T12:00Z,2026-06-01T12:00Z,0.0,
E-S-701921-05,S-701921,2026-05-31T12:00Z,delayed,mid-route,,,2026-05-31T12:00Z,2026-05-31T12:00Z,0.0,Exception: delayed flagged (2.3d variance)
E-S-701921-06,S-701921,2026-06-07T19:12Z,port_arrival,New York/New Jersey,,,2026-06-07T12:00Z,2026-06-07T19:12Z,7.2,
E-S-701921-07,S-701921,2026-06-08T19:12Z,customs_cleared,New York/New Jersey,,,2026-06-08T12:00Z,2026-06-08T19:12Z,7.2,
E-S-701922-01,S-701922,2026-05-22T12:00Z,booked,Tianjin,,,2026-05-22T12:00Z,2026-05-22T12:00Z,0.0,
E-S-701922-02,S-701922,2026-05-23T12:00Z,picked_up,Tianjin,,,2026-05-23T12:00Z,2026-05-23T12:00Z,0.0,
E-S-701922-03,S-701922,2026-05-24T12:00Z,port_departure,Tianjin,,,2026-05-24T12:00Z,2026-05-24T12:00Z,0.0,
E-S-701922-04,S-701922,2026-05-26T12:00Z,in_transit,mid-route,,,2026-05-26T12:00Z,2026-05-26T12:00Z,0.0,
E-S-701922-05,S-701922,2026-06-01T19:12Z,port_arrival,Łódź Rail Terminal,,,2026-06-01T12:00Z,2026-06-01T19:12Z,7.2,
E-S-701922-06,S-701922,2026-06-02T19:12Z,customs_cleared,Łódź Rail Terminal,,,2026-06-02T12:00Z,2026-06-02T19:12Z,7.2,
E-S-701923-01,S-701923,2026-05-13T12:00Z,booked,Rotterdam,,,2026-05-13T12:00Z,2026-05-13T12:00Z,0.0,
E-S-701923-02,S-701923,2026-05-14T12:00Z,picked_up,Rotterdam,,,2026-05-14T12:00Z,2026-05-14T12:00Z,0.0,
E-S-701923-03,S-701923,2026-05-15T12:00Z,port_departure,Rotterdam,,,2026-05-15T12:00Z,2026-05-15T12:00Z,0.0,
E-S-701923-04,S-701923,2026-05-17T12:00Z,in_transit,mid-route,,,2026-05-17T12:00Z,2026-05-17T12:00Z,0.0,
E-S-701923-05,S-701923,2026-05-21T16:48Z,port_arrival,Santos,,,2026-05-21T12:00Z,2026-05-21T16:48Z,4.8,
E-S-701923-06,S-701923,2026-05-22T16:48Z,customs_cleared,Santos,,,2026-05-22T12:00Z,2026-05-22T16:48Z,4.8,
E-S-701923-07,S-701923,2026-05-24T03:48Z,delivered,Santos,,,2026-05-23T12:00Z,2026-05-24T03:48Z,15.8,
E-S-701924-01,S-701924,2026-05-29T12:00Z,booked,Yantian,,,2026-05-29T12:00Z,2026-05-29T12:00Z,0.0,
E-S-701924-02,S-701924,2026-05-30T12:00Z,picked_up,Yantian,,,2026-05-30T12:00Z,2026-05-30T12:00Z,0.0,
E-S-701924-03,S-701924,2026-05-31T12:00Z,port_departure,Yantian,,,2026-05-31T12:00Z,2026-05-31T12:00Z,0.0,
E-S-701924-04,S-701924,2026-06-01T12:00Z,in_transit,mid-route,,,2026-06-01T12:00Z,2026-06-01T12:00Z,0.0,
E-S-701924-05,S-701924,2026-06-05T07:12Z,port_arrival,Hamburg,,,2026-06-04T12:00Z,2026-06-05T07:12Z,19.2,
E-S-701924-06,S-701924,2026-06-06T07:12Z,customs_cleared,Hamburg,,,2026-06-05T12:00Z,2026-06-06T07:12Z,19.2,
E-S-701925-01,S-701925,2026-05-19T12:00Z,booked,Shanghai,,,2026-05-19T12:00Z,2026-05-19T12:00Z,0.0,
E-S-701925-02,S-701925,2026-05-20T12:00Z,picked_up,Shanghai,,,2026-05-20T12:00Z,2026-05-20T12:00Z,0.0,
E-S-701925-03,S-701925,2026-05-21T12:00Z,port_departure,Shanghai,,,2026-05-21T12:00Z,2026-05-21T12:00Z,0.0,
E-S-701925-04,S-701925,2026-05-22T12:00Z,in_transit,mid-route,,,2026-05-22T12:00Z,2026-05-22T12:00Z,0.0,
E-S-701925-05,S-701925,2026-05-24T02:24Z,port_arrival,Los Angeles,,,2026-05-23T12:00Z,2026-05-24T02:24Z,14.4,
E-S-701925-06,S-701925,2026-05-25T02:24Z,customs_cleared,Los Angeles,,,2026-05-24T12:00Z,2026-05-25T02:24Z,14.4,
E-S-701926-01,S-701926,2026-05-24T12:00Z,booked,Jebel Ali (Dubai),,,2026-05-24T12:00Z,2026-05-24T12:00Z,0.0,
E-S-701926-02,S-701926,2026-05-25T12:00Z,picked_up,Jebel Ali (Dubai),,,2026-05-25T12:00Z,2026-05-25T12:00Z,0.0,
E-S-701926-03,S-701926,2026-05-26T12:00Z,port_departure,Jebel Ali (Dubai),,,2026-05-26T12:00Z,2026-05-26T12:00Z,0.0,
E-S-701926-04,S-701926,2026-05-28T12:00Z,in_transit,mid-route,,,2026-05-28T12:00Z,2026-05-28T12:00Z,0.0,
E-S-701926-05,S-701926,2026-06-01T16:48Z,port_arrival,Rotterdam,,,2026-06-01T12:00Z,2026-06-01T16:48Z,4.8,
E-S-701926-06,S-701926,2026-06-02T16:48Z,customs_cleared,Rotterdam,,,2026-06-02T12:00Z,2026-06-02T16:48Z,4.8,
E-S-701927-01,S-701927,2026-05-16T12:00Z,booked,Hamburg,,,2026-05-16T12:00Z,2026-05-16T12:00Z,0.0,
E-S-701927-02,S-701927,2026-05-17T12:00Z,picked_up,Hamburg,,,2026-05-17T12:00Z,2026-05-17T12:00Z,0.0,
E-S-701927-03,S-701927,2026-05-18T12:00Z,port_departure,Hamburg,,,2026-05-18T12:00Z,2026-05-18T12:00Z,0.0,
E-S-701927-04,S-701927,2026-05-18T12:00Z,in_transit,mid-route,,,2026-05-18T12:00Z,2026-05-18T12:00Z,0.0,
E-S-701927-05,S-701927,2026-05-19T07:12Z,port_arrival,Genoa,,,2026-05-18T12:00Z,2026-05-19T07:12Z,19.2,
E-S-701927-06,S-701927,2026-05-20T07:12Z,customs_cleared,Genoa,,,2026-05-19T12:00Z,2026-05-20T07:12Z,19.2,
E-S-701927-07,S-701927,2026-05-21T06:12Z,delivered,Genoa,,,2026-05-20T12:00Z,2026-05-21T06:12Z,18.2,
E-S-701928-01,S-701928,2026-05-23T12:00Z,booked,Mundra,,,2026-05-23T12:00Z,2026-05-23T12:00Z,0.0,
E-S-701928-02,S-701928,2026-05-24T12:00Z,picked_up,Mundra,,,2026-05-24T12:00Z,2026-05-24T12:00Z,0.0,
E-S-701928-03,S-701928,2026-05-25T12:00Z,port_departure,Mundra,,,2026-05-25T12:00Z,2026-05-25T12:00Z,0.0,
E-S-701928-04,S-701928,2026-05-26T12:00Z,in_transit,mid-route,,,2026-05-26T12:00Z,2026-05-26T12:00Z,0.0,
E-S-701928-05,S-701928,2026-05-24T12:00Z,customs_hold,mid-route,,,2026-05-24T12:00Z,2026-05-24T12:00Z,0.0,Exception: customs hold flagged (0.5d variance)
E-S-701928-06,S-701928,2026-05-30T00:00Z,port_arrival,Felixstowe,,,2026-05-29T12:00Z,2026-05-30T00:00Z,12.0,
E-S-701928-07,S-701928,2026-05-31T00:00Z,customs_cleared,Felixstowe,,,2026-05-30T12:00Z,2026-05-31T00:00Z,12.0,
E-S-701929-01,S-701929,2026-05-15T12:00Z,booked,Hamburg,,,2026-05-15T12:00Z,2026-05-15T12:00Z,0.0,
E-S-701929-02,S-701929,2026-05-16T12:00Z,picked_up,Hamburg,,,2026-05-16T12:00Z,2026-05-16T12:00Z,0.0,
E-S-701929-03,S-701929,2026-05-17T12:00Z,port_departure,Hamburg,,,2026-05-17T12:00Z,2026-05-17T12:00Z,0.0,
E-S-701929-04,S-701929,2026-05-18T12:00Z,in_transit,mid-route,,,2026-05-18T12:00Z,2026-05-18T12:00Z,0.0,
E-S-701929-05,S-701929,2026-05-22T07:12Z,port_arrival,Genoa,,,2026-05-21T12:00Z,2026-05-22T07:12Z,19.2,
E-S-701929-06,S-701929,2026-05-23T07:12Z,customs_cleared,Genoa,,,2026-05-22T12:00Z,2026-05-23T07:12Z,19.2,
E-S-701929-07,S-701929,2026-05-23T17:12Z,delivered,Genoa,,,2026-05-23T12:00Z,2026-05-23T17:12Z,5.2,
E-S-701930-01,S-701930,2026-05-16T12:00Z,booked,Singapore,,,2026-05-16T12:00Z,2026-05-16T12:00Z,0.0,
E-S-701930-02,S-701930,2026-05-17T12:00Z,picked_up,Singapore,,,2026-05-17T12:00Z,2026-05-17T12:00Z,0.0,
E-S-701930-03,S-701930,2026-05-18T12:00Z,port_departure,Singapore,,,2026-05-18T12:00Z,2026-05-18T12:00Z,0.0,
E-S-701930-04,S-701930,2026-05-19T12:00Z,in_transit,mid-route,,,2026-05-19T12:00Z,2026-05-19T12:00Z,0.0,
E-S-701930-05,S-701930,2026-05-22T19:12Z,port_arrival,Rotterdam,,,2026-05-22T12:00Z,2026-05-22T19:12Z,7.2,
E-S-701930-06,S-701930,2026-05-23T19:12Z,customs_cleared,Rotterdam,,,2026-05-23T12:00Z,2026-05-23T19:12Z,7.2,
E-S-701930-07,S-701930,2026-05-24T13:12Z,delivered,Rotterdam,,,2026-05-24T12:00Z,2026-05-24T13:12Z,1.2,
E-S-701931-01,S-701931,2026-05-13T12:00Z,booked,Jebel Ali (Dubai),,,2026-05-13T12:00Z,2026-05-13T12:00Z,0.0,
E-S-701931-02,S-701931,2026-05-14T12:00Z,picked_up,Jebel Ali (Dubai),,,2026-05-14T12:00Z,2026-05-14T12:00Z,0.0,
E-S-701931-03,S-701931,2026-05-15T12:00Z,port_departure,Jebel Ali (Dubai),,,2026-05-15T12:00Z,2026-05-15T12:00Z,0.0,
E-S-701931-04,S-701931,2026-05-17T12:00Z,in_transit,mid-route,,,2026-05-17T12:00Z,2026-05-17T12:00Z,0.0,
E-S-701931-05,S-701931,2026-05-22T07:12Z,port_arrival,Frankfurt am Main Airport,,,2026-05-21T12:00Z,2026-05-22T07:12Z,19.2,
E-S-701931-06,S-701931,2026-05-23T07:12Z,customs_cleared,Frankfurt am Main Airport,,,2026-05-22T12:00Z,2026-05-23T07:12Z,19.2,
E-S-701931-07,S-701931,2026-05-24T13:12Z,delivered,Frankfurt am Main Airport,,,2026-05-24T12:00Z,2026-05-24T13:12Z,1.2,
E-S-701932-01,S-701932,2026-05-22T12:00Z,booked,Hamburg,,,2026-05-22T12:00Z,2026-05-22T12:00Z,0.0,
E-S-701932-02,S-701932,2026-05-23T12:00Z,picked_up,Hamburg,,,2026-05-23T12:00Z,2026-05-23T12:00Z,0.0,
E-S-701932-03,S-701932,2026-05-24T12:00Z,port_departure,Hamburg,,,2026-05-24T12:00Z,2026-05-24T12:00Z,0.0,
E-S-701932-04,S-701932,2026-05-26T12:00Z,in_transit,mid-route,,,2026-05-26T12:00Z,2026-05-26T12:00Z,0.0,
E-S-701932-05,S-701932,2026-05-28T12:00Z,customs_hold,mid-route,,,2026-05-28T12:00Z,2026-05-28T12:00Z,0.0,Exception: customs hold flagged (1.6d variance)
E-S-701932-06,S-701932,2026-05-31T02:24Z,port_arrival,Santos,,,2026-05-30T12:00Z,2026-05-31T02:24Z,14.4,
E-S-701932-07,S-701932,2026-06-01T02:24Z,customs_cleared,Santos,,,2026-05-31T12:00Z,2026-06-01T02:24Z,14.4,
E-S-701933-01,S-701933,2026-05-11T12:00Z,booked,Shanghai,,,2026-05-11T12:00Z,2026-05-11T12:00Z,0.0,
E-S-701933-02,S-701933,2026-05-12T12:00Z,picked_up,Shanghai,,,2026-05-12T12:00Z,2026-05-12T12:00Z,0.0,
E-S-701933-03,S-701933,2026-05-13T12:00Z,port_departure,Shanghai,,,2026-05-13T12:00Z,2026-05-13T12:00Z,0.0,
E-S-701933-04,S-701933,2026-05-15T12:00Z,in_transit,mid-route,,,2026-05-15T12:00Z,2026-05-15T12:00Z,0.0,
E-S-701933-05,S-701933,2026-05-21T21:36Z,port_arrival,Rotterdam,,,2026-05-21T12:00Z,2026-05-21T21:36Z,9.6,
E-S-701933-06,S-701933,2026-05-22T21:36Z,customs_cleared,Rotterdam,,,2026-05-22T12:00Z,2026-05-22T21:36Z,9.6,
E-S-701933-07,S-701933,2026-05-24T00:36Z,delivered,Rotterdam,,,2026-05-23T12:00Z,2026-05-24T00:36Z,12.6,
E-S-701934-01,S-701934,2026-05-19T12:00Z,booked,Nhava Sheva,,,2026-05-19T12:00Z,2026-05-19T12:00Z,0.0,
E-S-701934-02,S-701934,2026-05-20T12:00Z,picked_up,Nhava Sheva,,,2026-05-20T12:00Z,2026-05-20T12:00Z,0.0,
E-S-701934-03,S-701934,2026-05-21T12:00Z,port_departure,Nhava Sheva,,,2026-05-21T12:00Z,2026-05-21T12:00Z,0.0,
E-S-701934-04,S-701934,2026-05-23T12:00Z,in_transit,mid-route,,,2026-05-23T12:00Z,2026-05-23T12:00Z,0.0,
E-S-701934-05,S-701934,2026-05-30T07:12Z,port_arrival,Rotterdam,,,2026-05-29T12:00Z,2026-05-30T07:12Z,19.2,
E-S-701934-06,S-701934,2026-05-31T07:12Z,customs_cleared,Rotterdam,,,2026-05-30T12:00Z,2026-05-31T07:12Z,19.2,
E-S-701935-01,S-701935,2026-05-15T12:00Z,booked,Shanghai,,,2026-05-15T12:00Z,2026-05-15T12:00Z,0.0,
E-S-701935-02,S-701935,2026-05-16T12:00Z,picked_up,Shanghai,,,2026-05-16T12:00Z,2026-05-16T12:00Z,0.0,
E-S-701935-03,S-701935,2026-05-17T12:00Z,port_departure,Shanghai,,,2026-05-17T12:00Z,2026-05-17T12:00Z,0.0,
E-S-701935-04,S-701935,2026-05-18T12:00Z,in_transit,mid-route,,,2026-05-18T12:00Z,2026-05-18T12:00Z,0.0,
E-S-701935-05,S-701935,2026-05-22T04:48Z,port_arrival,Düsseldorf Rail Terminal,,,2026-05-21T12:00Z,2026-05-22T04:48Z,16.8,
E-S-701935-06,S-701935,2026-05-23T04:48Z,customs_cleared,Düsseldorf Rail Terminal,,,2026-05-22T12:00Z,2026-05-23T04:48Z,16.8,
E-S-701935-07,S-701935,2026-05-23T23:48Z,delivered,Düsseldorf Rail Terminal,,,2026-05-23T12:00Z,2026-05-23T23:48Z,11.8,
E-S-701936-01,S-701936,2026-05-14T12:00Z,booked,Hong Kong,,,2026-05-14T12:00Z,2026-05-14T12:00Z,0.0,
E-S-701936-02,S-701936,2026-05-15T12:00Z,picked_up,Hong Kong,,,2026-05-15T12:00Z,2026-05-15T12:00Z,0.0,
E-S-701936-03,S-701936,2026-05-16T12:00Z,port_departure,Hong Kong,,,2026-05-16T12:00Z,2026-05-16T12:00Z,0.0,
E-S-701936-04,S-701936,2026-05-17T12:00Z,in_transit,mid-route,,,2026-05-17T12:00Z,2026-05-17T12:00Z,0.0,
E-S-701936-05,S-701936,2026-05-21T04:48Z,port_arrival,Oakland,,,2026-05-20T12:00Z,2026-05-21T04:48Z,16.8,
E-S-701936-06,S-701936,2026-05-22T04:48Z,customs_cleared,Oakland,,,2026-05-21T12:00Z,2026-05-22T04:48Z,16.8,
E-S-701936-07,S-701936,2026-05-23T13:48Z,delivered,Oakland,,,2026-05-23T12:00Z,2026-05-23T13:48Z,1.8,
E-S-701937-01,S-701937,2026-05-30T12:00Z,booked,Yantian,,,2026-05-30T12:00Z,2026-05-30T12:00Z,0.0,
E-S-701937-02,S-701937,2026-05-31T12:00Z,picked_up,Yantian,,,2026-05-31T12:00Z,2026-05-31T12:00Z,0.0,
E-S-701937-03,S-701937,2026-06-01T12:00Z,port_departure,Yantian,,,2026-06-01T12:00Z,2026-06-01T12:00Z,0.0,
